serial_no,stockist_code,stockist_name,month,filename,division_code,product_name,company_product_name,pack,opening_qty,opening_value,purchase_qty,purchase_value,sales_qty,sales_value,closing_qty,closing_value,Remark
416,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,FLAGYL 400MG (DPCO),,20,8,,630,,170,3836,468,10422,
417,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,FLAGYL OF 200/100MG SUSPEN,,60ML,54,,0,,0,0,54,2426,
418,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,OZEWID LOTION,Ozewid Lotion 15ml,15ML,8,,0,,3,778,5,1167,
419,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,RASHFREE CREAM,Rashfree 30 gm Cream,30GM,25,,25,,17,3383,33,6501,
420,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,61,SURBEX XT TAB,SURBEX -XT 15'S,15TAB,25,,60,,25,3424,60,7396,
421,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,CANDY COP PRO TOOTH PASTE,,50GM,30,,0,,0,0,30,4485,
422,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,ESGIPYRIN TAB,Esgipyrin Tab Plastic Box 15S,15,0,,0,,0,0,0,0,
423,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,FLAGYL ER 600MG TAB,Flagyl ER 600mg 10 Tablets,10TAB,15,,10,,9,471,16,754,
424,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,FLAGYL GEL,Flagyl Gel 20gm,20GM,28,,0,,11,799,17,1111,
425,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,HYDENT 360 MOUTH WASH,,100ML,9,,0,,4,537,5,604,
426,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,HYDENT K NEW,HYDENT K 100gm New,100GM,0,,0,,0,0,0,0,
427,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,HYDENT PRO TOOTHPASTE,Hydent Pro toothpaste 70gm,70GM,11,,10,,8,2039,13,2983,
428,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,80,TOOTHMIN AF MOUTHWASH,Toothmin AF Mouthwash 150ml,150ML,0,,0,,0,0,0,0,
429,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,DURAPAIN TAB,DURAPAIN TABLETS 10'S -SALES,10TAB,42,,50,,29,6337,63,12390,
430,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ETODY 120MG,ETODY 120MG,10TAB,9,,0,,0,0,9,1945,
431,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ETODY 60MG,ETODY 120MG,10TAB,0,,0,,0,0,0,0,
432,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ETODY 90MG,ETODY 120MG,10TAB,25,,0,,9,1848,16,2956,
433,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,FEBUSTAT 20MG,Febustat 40 mg 10s,15,23,,40,,21,3294,42,5930,
434,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,FEBUSTAT 40MG,Febustat 40 Tab Sale,15TAB,191,,100,,99,25463,192,44444,
435,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,FEBUSTAT 80MG,Febustat 80 Tab Sale,15TAB,45,,0,,11,4416,34,12284,
436,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,FLEXJAK ER 11MG,Flexjak ER 11mg Tab 10s,10,0,,0,,0,0,0,0,
437,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,REJOINT TAB NEW,,15TAB,69,,90,,58,30274,101,47447,
438,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,REJOINT UC,Rejoint UC 10s,10CAP,24,,30,,23,18899,31,23228,
439,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,REJOINT UC PLUS,Rejoint UC Plus Tablet,10TAB,13,,30,,13,11343,30,23559,
440,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ROCALTROL 0.25MG CAP,ROCALTROL CAP 10S,10CAP,90,,100,,77,20792,113,27461,
441,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ROCALTROL 0.5MG CAP,ROCALTROL CAP 10S,10CAP,11,,20,,4,1714,27,11456,
442,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ROCKBON D 400 IU TAB,ROCKBON D 400 IU TAB 10S,15,29,,30,,39,6308,20,2911,
443,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ROCKBON KIT TAB,ROCKBON KIT TAB 31S,31TAB,7,,0,,2,979,5,2204,
444,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ROCKBON TAB,ROCKBON TABLETS 15S,15TAB,36,,0,,7,2570,29,9582,
445,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,90,SAFEDICLO CAP,SAFEDICLO CAPSULE 10S,10CAP,0,,0,,0,0,0,0,
446,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,THIOSPAS 4MG CAP,,15,18,,0,,1,303,17,4636,
447,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,THIOSPAS A 4 TABLETS,Thiospas A4 Tablets 15s,15,6,,10,,6,2107,10,3161,
448,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,THIOSPAS A 8 TABLETS,Thiospas A4 Tablets 15s,15,0,,0,,0,0,0,0,
449,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,79,ZOLEPHOS,Zolephos  100ML,100ML,0,,2,,0,0,2,5476,
450,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,94,NERVUP PN TAB,Nervup PN tabs 10s,10TAB,0,,0,,0,0,0,0,
451,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,REFSAV 100MG TAB,RefSAV 100mg 14s Tab,14TAB,0,,0,,0,0,0,0,
452,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,REFSAV 50MG TAB,RefSAV 100mg 14s Tab,14TAB,0,,0,,0,0,0,0,
453,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE 100MG TAB,Siaglide-D  10mg Tab 10s,15TAB,16,,20,,12,2858,24,5144,
454,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE 50MG TAB,Siaglide-D  10mg Tab 10s,15TAB,26,,0,,0,0,26,4405,
455,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE D 100MG+10MG TAB,Siaglide M OD 15s Tab,10TAB,21,,20,,21,3812,20,3267,
456,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE M 50MG+1000MG TAB,Siaglide M 500 15s Tab,15TAB,29,,0,,9,2182,20,4364,
457,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE M 50MG+500MG TAB,Siaglide M 500 15s Tab,15TAB,9,,0,,4,827,5,931,
458,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE M OD 100/500MG,,10,13,,0,,3,620,10,1859,
459,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE M OD 100MG+1000MG,,15TAB,5,,0,,0,0,5,1271,
460,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE MG 1 FORTE TAB,Siaglide MG 2 Forte tabs 10s,10TAB,0,,0,,0,0,0,0,
461,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SIAGLIDE MG 2 FORTE TAB,Siaglide MG 2 Forte tabs 10s,10TAB,0,,0,,0,0,0,0,
462,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SUPERMET AM TAB,Supermet  AM Tablet  10s,10TAB,13,,10,,10,1596,13,1867,
463,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SUPERMET XL 100MG (DPCO),,10TAB,10,,0,,1,120,9,971,
464,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SUPERMET XL 25MG (DPCO),,15,20,,10,,7,339,23,1003,
465,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,SUPERMET XL 50MG (DPCO),,15TAB,11,,0,,3,213,8,512,
466,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,TELPRES 20MG (DPCO),,15,16,,10,,8,379,18,767,
467,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,TELPRES 40H MG 12.5MG,,15TAB,9,,0,,5,1453,4,1046,
468,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,TELPRES 40MG (DPCO),,15TAB,19,,20,,18,1485,21,1560,
469,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,TELPRES 80MG TAB (DPCO),,15,10,,0,,0,0,10,1143,
470,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,TELPRES AM TAB,TELPRES AM TABS 15T,15,8,,0,,0,0,8,1807,
471,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,TELPRES AMH TAB,TELPRES-AMH tabs 10s,10TAB,0,,0,,0,0,0,0,
472,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,TELPRES TRIO,,10TAB,0,,0,,0,0,0,0,
473,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,62,TELPRESS TRIO 12.5 MG TAB,,15,13,,0,,5,875,8,1260,
474,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,76,FAMTAC 40MG TAB,FAMTAC 40 MG 14T,14TAB,60,,60,,54,1644,66,1808,
475,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,76,HANSEPRAN 100MG CAP,HANSEPRAN 100 MG 10 Capsules,10CAP,172,,0,,65,1975,110,3153,
476,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,76,HANSEPRAN 50 MG CAP,HANSEPRAN 50MG 10 Capsules,10CAP,84,,50,,84,1418,50,760,
477,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,90,PHENSEDYL CR,PHENSEDYL LR 100ML,100ML,0,,0,,0,0,0,0,
478,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,90,PHENSEDYL LR SYRUP,Phensedyl CR 100ml syrup,100ML,0,,0,,0,0,0,0,
479,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,51,ANAFORTAN INJ,Anafortan Inj 2 ml,2ML,100,,200,,100,2561,200,5634,
480,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,51,ANAFORTAN TAB,Anafortan tabs 15's,15TAB,12,,0,,1,72,11,709,
481,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,51,ESOKEM 40MG CAP,,15TAB,0,,0,,0,0,0,0,
482,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,51,ESOKEM D CAP,Esokem D caps 15s,15CAP,48,,0,,1,139,47,5871,
483,10000068,Stockist 10000068,2026-02,10000068_20260228_190503_ST-RAHPLTD-FEB-2026-28022026-1.xlsx,51,PROTUSSA COUGH SYRUP,PROTUSSA 60 ML,60ML,34,,0,,15,1037,19,1182,
